,일자,법인,품목,품종,단위,등급,경락,출하지,친환경 구분
0,2017.01.03,동화청과,기타양채,바실,1kg,특(1등),"28,000",경기 안성시,일반
1,2017.01.03,동화청과,기타양채,바실,1kg,특(1등),"25,800",경기 안성시,일반
2,2017.01.03,동화청과,기타양채,바실,0.5kg,특(1등),"10,000",경기 안성시,일반
3,2017.01.03,동화청과,기타양채,바실,1kg,특(1등),"6,300",경기 양평군,일반
4,2017.01.03,동화청과,기타양채,바실,1kg,특(1등),"1,200",경기 양평군,일반
5,2017.01.03,동화청과,기타양채,바실,1kg,특(1등),"15,600",경기 이천시,일반
6,2017.01.03,동화청과,기타양채,바실,1kg,특(1등),"32,100",경기 이천시,일반
7,2017.01.03,동화청과,기타양채,바실,1kg,특(1등),"23,900",경남 밀양시,일반
8,2017.01.03,동화청과,기타양채,바실,1kg,특(1등),"30,000",충남 논산시,일반
9,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"26,000",경기 고양시,무농약
10,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"25,500",경기 고양시,무농약
11,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"24,000",경기 고양시,무농약
12,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"26,500",경기 안성시,일반
13,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"22,500",경기 안성시,일반
14,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"28,000",경기 이천시,일반
15,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"39,900",경기 이천시,일반
16,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"38,800",경기 이천시,일반
17,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"29,900",경남 밀양시,일반
18,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"32,400",경남 밀양시,일반
19,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"33,800",경남 밀양시,일반
20,2017.01.04,동화청과,기타양채,바실,1kg,특(1등),"36,500",충남 논산시,일반
21,2017.01.05,동화청과,기타양채,바실,1kg,특(1등),"70,000",경기 안성시,일반
22,2017.01.05,동화청과,기타양채,바실,1kg,특(1등),"67,900",경기 안성시,일반
23,2017.01.05,동화청과,기타양채,바실,1kg,특(1등),"65,500",경기 이천시,일반
24,2017.01.05,동화청과,기타양채,바실,1kg,특(1등),"70,000",경기 이천시,일반
25,2017.01.05,동화청과,기타양채,바실,1kg,특(1등),"65,500",경기 이천시,일반
26,2017.01.05,동화청과,기타양채,바실,1kg,특(1등),"69,900",경남 밀양시,일반
27,2017.01.05,동화청과,기타양채,바실,1kg,특(1등),"72,500",경남 밀양시,일반
28,2017.01.05,동화청과,기타양채,바실,1kg,특(1등),"80,000",충남 논산시,일반
29,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"22,000",경기 고양시,무농약
30,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"21,500",경기 고양시,무농약
31,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 고양시,무농약
32,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"30,300",경기 안성시,일반
33,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"32,000",경기 안성시,일반
34,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"45,500",경기 이천시,일반
35,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"59,900",경기 이천시,일반
36,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"59,900",경기 이천시,일반
37,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"26,600",경남 밀양시,일반
38,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"25,500",경남 밀양시,일반
39,2017.01.06,동화청과,기타양채,바실,2kg,특(1등),"20,000",경남 밀양시,일반
40,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"52,000",경남 밀양시,일반
41,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"29,600",경남 밀양시,일반
42,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"20,000",경남 밀양시,일반
43,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"25,500",서울 도봉구,일반
44,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"30,000",충남 논산시,일반
45,2017.01.06,동화청과,기타양채,바실,1kg,특(1등),"31,000",충남 논산시,일반
46,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"30,000",경기 안성시,일반
47,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"29,500",경기 안성시,일반
48,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"8,800",경기 양평군,일반
49,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 여주시,일반
50,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 여주시,일반
51,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"35,500",경기 이천시,일반
52,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"49,900",경기 이천시,일반
53,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"48,600",경기 이천시,일반
54,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"29,200",경남 밀양시,일반
55,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"8,900",경남 밀양시,일반
56,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"27,500",경남 밀양시,일반
57,2017.01.07,동화청과,기타양채,바실,0.5kg,특(1등),"10,000",경남 밀양시,일반
58,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"23,800",서울 도봉구,일반
59,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"45,000",전북 남원시,일반
60,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"26,200",충남 논산시,일반
61,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"21,000",충남 논산시,일반
62,2017.01.07,동화청과,기타양채,바실,1kg,특(1등),"21,000",충남 논산시,일반
63,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"13,000",경기 고양시,일반
64,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"10,500",경기 고양시,무농약
65,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"10,500",경기 고양시,무농약
66,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 고양시,무농약
67,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"16,500",경기 안성시,일반
68,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"15,500",경기 안성시,일반
69,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"10,500",경기 여주시,일반
70,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"27,000",경기 용인시,일반
71,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"21,500",경기 이천시,일반
72,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"28,900",경기 이천시,일반
73,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"27,700",경기 이천시,일반
74,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"18,500",경남 밀양시,일반
75,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"23,200",경남 밀양시,일반
76,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"21,200",경남 밀양시,일반
77,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"19,000",경남 밀양시,일반
78,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"23,500",경남 밀양시,일반
79,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"16,600",경남 밀양시,일반
80,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"16,600",경남 밀양시,일반
81,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"15,800",서울 도봉구,일반
82,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"20,000",충남 논산시,일반
83,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"16,600",충남 논산시,일반
84,2017.01.09,동화청과,기타양채,바실,1kg,특(1등),"22,000",충남 논산시,일반
85,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"19,000",경기 안성시,일반
86,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"19,000",경기 안성시,일반
87,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"19,000",경기 안성시,일반
88,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"15,500",경기 양평군,일반
89,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 여주시,일반
90,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"25,000",경기 이천시,일반
91,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"32,500",경기 이천시,일반
92,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"30,500",경기 이천시,일반
93,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"15,900",경남 밀양시,일반
94,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"16,900",경남 밀양시,일반
95,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"21,500",경남 밀양시,일반
96,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"16,900",경남 밀양시,일반
97,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"11,900",경남 밀양시,일반
98,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"12,500",서울 도봉구,일반
99,2017.01.10,동화청과,기타양채,바실,1kg,특(1등),"26,500",충남 논산시,일반
100,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"9,500",경기 고양시,무농약
101,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 고양시,무농약
102,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"8,000",경기 고양시,무농약
103,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"13,600",경기 안성시,일반
104,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"13,600",경기 안성시,일반
105,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
106,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"18,000",경기 양평군,일반
107,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"17,700",경기 양평군,일반
108,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 여주시,일반
109,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"15,800",경기 이천시,일반
110,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"29,500",경기 이천시,일반
111,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"28,000",경기 이천시,일반
112,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"15,000",경남 밀양시,일반
113,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"10,000",경남 밀양시,일반
114,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"14,500",경남 밀양시,일반
115,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"16,900",경남 밀양시,일반
116,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"10,000",경남 밀양시,일반
117,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"9,500",경남 밀양시,일반
118,2017.01.11,동화청과,기타양채,바실,1kg,특(1등),"17,000",충남 논산시,일반
119,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"13,500",경기 안성시,일반
120,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"10,500",경기 안성시,일반
121,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 양평군,일반
122,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"13,900",경기 양평군,일반
123,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"13,900",경기 양평군,일반
124,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"5,600",경기 여주시,일반
125,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"15,800",경기 이천시,일반
126,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"21,500",경기 이천시,일반
127,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"20,500",경기 이천시,일반
128,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"15,300",경남 밀양시,일반
129,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"6,900",경남 밀양시,일반
130,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"13,300",경남 밀양시,일반
131,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"14,500",경남 밀양시,일반
132,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"14,000",경남 밀양시,일반
133,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"9,400",경남 밀양시,일반
134,2017.01.12,동화청과,기타양채,바실,0.5kg,특(1등),"5,000",경남 밀양시,일반
135,2017.01.12,동화청과,기타양채,바실,1kg,특(1등),"10,000",경남 밀양시,일반
136,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 고양시,무농약
137,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 고양시,무농약
138,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 고양시,무농약
139,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"13,300",경기 고양시,일반
140,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"9,600",경기 안성시,일반
141,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"9,600",경기 안성시,일반
142,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 안성시,일반
143,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
144,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"5,800",경기 양평군,일반
145,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"5,800",경기 양평군,일반
146,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"5,800",경기 양평군,일반
147,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 여주시,일반
148,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"16,900",경기 이천시,일반
149,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"25,600",경기 이천시,일반
150,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"4,000",경남 밀양시,일반
151,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"8,900",경남 밀양시,일반
152,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"12,100",경남 밀양시,일반
153,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"12,500",경남 밀양시,일반
154,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"3,000",경남 밀양시,일반
155,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"7,900",경남 밀양시,일반
156,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"8,700",충남 논산시,일반
157,2017.01.13,동화청과,기타양채,바실,1kg,특(1등),"11,900",충남 논산시,일반
158,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"5,600",경기 안성시,일반
159,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"5,600",경기 안성시,일반
160,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"6,600",경기 양평군,일반
161,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 양평군,일반
162,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 양평군,일반
163,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"2,100",경기 여주시,일반
164,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"11,200",경기 이천시,일반
165,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"19,000",경기 이천시,일반
166,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"7,800",경남 밀양시,일반
167,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"2,500",경남 밀양시,일반
168,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"4,500",경남 밀양시,일반
169,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"8,000",경남 밀양시,일반
170,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"6,400",경남 밀양시,일반
171,2017.01.14,동화청과,기타양채,바실,1kg,특(1등),"8,900",충남 논산시,일반
172,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"7,900",경기 안성시,일반
173,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"8,500",경기 안성시,일반
174,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"8,500",경기 안성시,일반
175,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"9,600",경기 양평군,일반
176,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"7,000",경기 양평군,일반
177,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 양평군,일반
178,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 여주시,일반
179,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"13,600",경기 이천시,일반
180,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"13,600",경기 이천시,일반
181,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"3,000",경남 밀양시,일반
182,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"2,500",경남 밀양시,일반
183,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"8,900",경남 밀양시,일반
184,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"1,500",경남 밀양시,일반
185,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"1,500",경남 밀양시,일반
186,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"1,000",경남 밀양시,일반
187,2017.01.16,동화청과,기타양채,바실,1kg,특(1등),"3,000",충남 논산시,일반
188,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"5,500",경기 고양시,무농약
189,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"5,000",경기 고양시,무농약
190,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"4,000",경기 고양시,무농약
191,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"3,000",경기 고양시,일반
192,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"1,000",경기 고양시,일반
193,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"19,300",경기 구리시,일반
194,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"7,500",경기 안성시,일반
195,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"7,000",경기 안성시,일반
196,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"6,500",경기 안성시,일반
197,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 양평군,일반
198,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 양평군,일반
199,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"5,000",경기 이천시,일반
200,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"15,900",경기 이천시,일반
201,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"6,900",경남 밀양시,일반
202,2017.01.17,동화청과,기타양채,바실,1kg,특(1등),"2,000",경남 밀양시,일반
203,2017.01.18,동화청과,기타양채,바실,1kg,특(1등),"20,600",경기 고양시,일반
204,2017.01.18,동화청과,기타양채,바실,1kg,특(1등),"15,900",경기 안성시,일반
205,2017.01.18,동화청과,기타양채,바실,1kg,특(1등),"17,500",경기 안성시,일반
206,2017.01.18,동화청과,기타양채,바실,1kg,특(1등),"3,600",경기 양평군,일반
207,2017.01.18,동화청과,기타양채,바실,1kg,특(1등),"3,600",경기 양평군,일반
208,2017.01.18,동화청과,기타양채,바실,1kg,특(1등),"28,600",경기 이천시,일반
209,2017.01.18,동화청과,기타양채,바실,1kg,특(1등),"24,200",경기 이천시,일반
210,2017.01.18,동화청과,기타양채,바실,1kg,특(1등),"21,900",경남 밀양시,일반
211,2017.01.18,동화청과,기타양채,바실,1kg,특(1등),"26,000",충남 논산시,일반
212,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"23,600",경기 고양시,일반
213,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"28,900",경기 안성시,일반
214,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"27,900",경기 안성시,일반
215,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"17,000",경기 양평군,일반
216,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"15,600",경기 이천시,일반
217,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"37,000",경기 이천시,일반
218,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"35,600",경기 이천시,일반
219,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"29,500",경남 밀양시,일반
220,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"27,500",경남 밀양시,일반
221,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"16,900",경남 밀양시,일반
222,2017.01.19,동화청과,기타양채,바실,1kg,특(1등),"35,900",충남 논산시,일반
223,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"7,500",경기 고양시,무농약
224,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 고양시,무농약
225,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"38,500",경기 고양시,일반
226,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"26,900",경기 안성시,일반
227,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"25,900",경기 안성시,일반
228,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"28,500",경기 양평군,일반
229,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"19,000",경기 양평군,일반
230,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"21,500",경기 이천시,일반
231,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 이천시,일반
232,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"42,300",경기 이천시,일반
233,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"40,000",경기 이천시,일반
234,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"26,500",경남 밀양시,일반
235,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"13,500",경남 밀양시,일반
236,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"20,000",경남 밀양시,일반
237,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"20,500",경남 밀양시,일반
238,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"20,500",경남 밀양시,일반
239,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"25,500",경남 밀양시,일반
240,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"10,100",경남 밀양시,일반
241,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"10,100",경남 밀양시,일반
242,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"11,200",경남 밀양시,일반
243,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"11,200",경남 밀양시,일반
244,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"25,500",전북 남원시,일반
245,2017.01.20,동화청과,기타양채,바실,1kg,특(1등),"41,000",충남 논산시,일반
246,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"9,500",경기 고양시,일반
247,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"12,500",경기 안성시,일반
248,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"11,000",경기 안성시,일반
249,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"15,000",경기 이천시,일반
250,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"28,800",경기 이천시,일반
251,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"28,800",경기 이천시,일반
252,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"3,200",경남 밀양시,일반
253,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"8,900",경남 밀양시,일반
254,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"11,000",경남 밀양시,일반
255,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"3,500",경남 밀양시,일반
256,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"3,500",경남 밀양시,일반
257,2017.01.21,동화청과,기타양채,바실,1kg,특(1등),"2,000",경남 밀양시,일반
258,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"13,200",경기 고양시,일반
259,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"14,000",경기 안성시,일반
260,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"12,500",경기 안성시,일반
261,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 양평군,일반
262,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"8,800",경기 양평군,일반
263,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 양평군,일반
264,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
265,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"15,500",경기 이천시,일반
266,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"33,600",경기 이천시,일반
267,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"32,500",경기 이천시,일반
268,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"32,500",경기 이천시,일반
269,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"9,500",경남 밀양시,일반
270,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"14,500",경남 밀양시,일반
271,2017.01.23,동화청과,기타양채,바실,0.7kg,특(1등),"7,000",경남 밀양시,일반
272,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"13,500",경남 밀양시,일반
273,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"13,900",경남 밀양시,일반
274,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"13,500",경남 밀양시,일반
275,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"11,900",경남 밀양시,일반
276,2017.01.23,동화청과,기타양채,바실,1kg,특(1등),"12,900",경남 밀양시,일반
277,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"16,500",경기 고양시,무농약
278,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"16,500",경기 고양시,무농약
279,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"23,600",경기 고양시,일반
280,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"12,500",경기 안성시,일반
281,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"25,500",경기 안성시,일반
282,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"18,800",경기 이천시,일반
283,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"40,000",경기 이천시,일반
284,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"38,800",경기 이천시,일반
285,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"15,000",경남 밀양시,일반
286,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"22,000",경남 밀양시,일반
287,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"11,900",경남 밀양시,일반
288,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"25,100",경남 밀양시,일반
289,2017.01.24,동화청과,기타양채,바실,1kg,특(1등),"25,500",충남 논산시,일반
290,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"35,500",경기 안성시,일반
291,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"30,000",경기 안성시,일반
292,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"10,500",경기 양평군,일반
293,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"24,100",경기 이천시,일반
294,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"42,200",경기 이천시,일반
295,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"39,000",경기 이천시,일반
296,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"17,300",경남 밀양시,일반
297,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"28,900",경남 밀양시,일반
298,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"8,500",경남 밀양시,일반
299,2017.01.25,동화청과,기타양채,바실,1kg,특(1등),"11,500",서울 도봉구,일반
