,일자,법인,품목,품종,단위,등급,경락,출하지,친환경 구분
50,2018.10.12,동화청과,기타양채,바실,1kg,특(1등),"36,900",경기 이천시,일반
51,2018.10.12,동화청과,기타양채,바실,1kg,특(1등),"28,900",경기 하남시,일반
52,2018.10.12,동화청과,기타양채,바실,1kg,특(1등),"20,000",경남 밀양시,일반
53,2018.10.12,동화청과,기타양채,바실,1kg,특(1등),"36,000",대구 동구,일반
54,2018.10.12,동화청과,기타양채,바실,1kg,특(1등),"25,100",전북 익산시,일반
55,2018.10.12,동화청과,기타양채,바실,1kg,특(1등),"12,300",충남 논산시,일반
56,2018.10.12,동화청과,기타양채,바실,1kg,특(1등),"19,000",충남 논산시,일반
57,2018.10.12,동화청과,기타양채,바실,1kg,특(1등),"17,200",충남 논산시,일반
58,2018.10.12,동화청과,기타양채,바실,1kg,특(1등),"17,200",충남 논산시,일반
59,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"9,500",경기 구리시,일반
60,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 구리시,일반
61,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"13,600",경기 성남시,일반
62,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"35,000",경기 안성시,일반
63,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"23,300",경기 양평군,일반
64,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"27,900",경기 양평군,일반
65,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"26,900",경기 양평군,일반
66,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"22,200",경기 양평군,일반
67,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"22,200",경기 양평군,일반
68,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"24,300",경기 여주시,일반
69,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"23,300",경기 여주시,일반
70,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"22,000",경기 여주시,일반
71,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 여주시,일반
72,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"19,900",경기 여주시,일반
73,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"18,900",경기 여주시,일반
74,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"18,900",경기 여주시,일반
75,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"27,500",경기 여주시,일반
76,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"25,800",경기 여주시,일반
77,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"15,900",경기 여주시,일반
78,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"26,500",경기 용인시,일반
79,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"25,500",경기 용인시,일반
80,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 용인시,일반
81,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"22,200",경기 이천시,일반
82,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"22,200",경기 이천시,일반
83,2018.10.13,동화청과,기타양채,바실,2kg,특(1등),"28,900",전북 익산시,일반
84,2018.10.13,동화청과,기타양채,바실,1kg,특(1등),"12,300",충남 논산시,일반
85,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"15,500",경기 안성시,일반
86,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"25,500",경기 양평군,일반
87,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"23,900",경기 양평군,일반
88,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"21,100",경기 양평군,일반
89,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"30,500",경기 여주시,일반
90,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"29,900",경기 여주시,일반
91,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"28,800",경기 여주시,일반
92,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"27,500",경기 여주시,일반
93,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"26,000",경기 여주시,일반
94,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"12,500",경기 여주시,일반
95,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"12,500",경기 여주시,일반
96,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"26,000",경기 용인시,일반
97,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"25,500",경기 용인시,일반
98,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"25,200",경기 용인시,일반
99,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"28,900",경기 이천시,일반
100,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"27,400",경기 이천시,일반
101,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"25,900",경기 이천시,일반
102,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"27,900",경기 이천시,일반
103,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"27,500",경기 이천시,일반
104,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"25,600",경기 이천시,일반
105,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"30,000",경남 밀양시,일반
106,2018.10.15,동화청과,기타양채,바실,1kg,특(1등),"28,400",충남 논산시,일반
107,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"58,900",경기 양평군,일반
108,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"56,900",경기 양평군,일반
109,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"58,500",경기 여주시,일반
110,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"58,500",경기 여주시,일반
111,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"56,600",경기 여주시,일반
112,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"51,000",경기 여주시,일반
113,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"48,800",경기 여주시,일반
114,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"34,400",경기 여주시,일반
115,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"33,300",경기 여주시,일반
116,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"38,500",경기 용인시,일반
117,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"37,000",경기 용인시,일반
118,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"34,500",경기 용인시,일반
119,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"61,000",경기 이천시,일반
120,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"57,700",경기 이천시,일반
121,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"45,000",경기 이천시,일반
122,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"25,800",전북 남원시,일반
123,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"28,900",충남 논산시,일반
124,2018.10.16,동화청과,기타양채,바실,1kg,특(1등),"36,000",충남 논산시,일반
125,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"18,900",경기 구리시,일반
126,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"18,900",경기 구리시,일반
127,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"61,500",경기 안성시,일반
128,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"80,000",경기 양평군,일반
129,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"77,000",경기 양평군,일반
130,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"53,500",경기 양평군,일반
131,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"48,900",경기 양평군,일반
132,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"66,600",경기 여주시,일반
133,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"65,500",경기 여주시,일반
134,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"63,300",경기 여주시,일반
135,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"65,900",경기 여주시,일반
136,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"65,900",경기 여주시,일반
137,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"26,500",경기 여주시,일반
138,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"26,500",경기 여주시,일반
139,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"25,500",경기 여주시,일반
140,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"56,600",경기 용인시,일반
141,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"45,600",경기 용인시,일반
142,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"45,600",경기 용인시,일반
143,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"76,900",경기 이천시,일반
144,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"71,700",경기 이천시,일반
145,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"75,300",경기 이천시,일반
146,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"75,300",경기 이천시,일반
147,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"30,000",경남 밀양시,일반
148,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"26,500",대구 동구,일반
149,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"33,300",대구 동구,일반
150,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"22,200",전북 남원시,일반
151,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"55,000",충남 논산시,일반
152,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"35,600",충남 논산시,일반
153,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"49,000",충남 논산시,일반
154,2018.10.17,동화청과,기타양채,바실,1kg,특(1등),"45,900",충남 논산시,일반
155,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"30,000",경기 광주시,일반
156,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"28,900",경기 광주시,일반
157,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"21,000",경기 구리시,일반
158,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 구리시,일반
159,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 성남시,일반
160,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"13,600",경기 성남시,일반
161,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"18,900",경기 양평군,일반
162,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"27,900",경기 양평군,일반
163,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"26,900",경기 양평군,일반
164,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"26,600",경기 양평군,일반
165,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"25,500",경기 양평군,일반
166,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
167,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
168,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
169,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
170,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"27,900",경기 여주시,일반
171,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"25,900",경기 여주시,일반
172,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"20,100",경기 여주시,일반
173,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 여주시,일반
174,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"35,500",경기 여주시,일반
175,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"9,600",경기 여주시,일반
176,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 여주시,일반
177,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"17,900",경기 용인시,일반
178,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"17,900",경기 용인시,일반
179,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"16,800",경기 용인시,일반
180,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"15,500",경기 용인시,일반
181,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"45,500",경기 이천시,일반
182,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"45,500",경기 이천시,일반
183,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"25,800",경기 이천시,일반
184,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"25,800",경기 이천시,일반
185,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"16,500",경기 하남시,일반
186,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"10,200",경남 밀양시,일반
187,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"15,600",대구 동구,일반
188,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"10,100",대구 동구,일반
189,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"20,000",전북 익산시,일반
190,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"30,000",충남 논산시,일반
191,2018.10.18,동화청과,기타양채,바실,1kg,특(1등),"28,900",충남 논산시,일반
192,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"7,500",경기 구리시,일반
193,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"7,500",경기 구리시,일반
194,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"18,500",경기 성남시,일반
195,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"17,700",경기 성남시,일반
196,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"11,000",경기 안성시,일반
197,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 양평군,일반
198,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 양평군,일반
199,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"10,100",경기 양평군,일반
200,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
201,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
202,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 양평군,일반
203,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"13,000",경기 여주시,일반
204,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"13,000",경기 여주시,일반
205,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"13,000",경기 여주시,일반
206,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"21,800",경기 여주시,일반
207,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"21,500",경기 여주시,일반
208,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"21,500",경기 여주시,일반
209,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 여주시,일반
210,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"31,000",경기 여주시,일반
211,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"25,500",경기 여주시,일반
212,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"28,900",경기 이천시,일반
213,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 이천시,일반
214,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"8,900",경기 이천시,일반
215,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"29,000",경기 이천시,일반
216,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"9,500",경기 하남시,일반
217,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"8,500",경기 하남시,일반
218,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"12,500",경남 밀양시,일반
219,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"9,500",대구 동구,일반
220,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"10,500",대구 동구,일반
221,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"13,500",전북 남원시,일반
222,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"21,100",전북 익산시,일반
223,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"11,000",충남 논산시,일반
224,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"8,900",충남 논산시,일반
225,2018.10.19,동화청과,기타양채,바실,1kg,특(1등),"13,100",충남 논산시,일반
226,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"4,500",경기 구리시,일반
227,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 구리시,일반
228,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"7,700",경기 성남시,일반
229,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"2,900",경기 양평군,일반
230,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"2,600",경기 양평군,일반
231,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 양평군,일반
232,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 양평군,일반
233,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 양평군,일반
234,2018.10.20,동화청과,기타양채,바실,0.5kg,특(1등),"3,000",경기 여주시,일반
235,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"18,900",경기 여주시,일반
236,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"18,900",경기 여주시,일반
237,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"18,800",경기 여주시,일반
238,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"17,800",경기 여주시,일반
239,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 여주시,일반
240,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"17,900",경기 여주시,일반
241,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"17,900",경기 여주시,일반
242,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"4,700",경기 여주시,일반
243,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"4,700",경기 여주시,일반
244,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"7,800",경기 여주시,일반
245,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 여주시,일반
246,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"14,600",경기 여주시,일반
247,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"14,600",경기 여주시,일반
248,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 용인시,일반
249,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 용인시,일반
250,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 용인시,일반
251,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"6,900",경기 용인시,일반
252,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"19,000",경기 이천시,일반
253,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"19,000",경기 이천시,일반
254,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 하남시,일반
255,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"2,500",경기 하남시,일반
256,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"1,500",전북 남원시,일반
257,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"1,500",전북 남원시,일반
258,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"5,000",전북 익산시,일반
259,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"3,500",충남 논산시,일반
260,2018.10.20,동화청과,기타양채,바실,1kg,특(1등),"2,500",충남 논산시,일반
261,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"12,000",경기 양평군,일반
262,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"12,000",경기 양평군,일반
263,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"11,900",경기 양평군,일반
264,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"11,500",경기 양평군,일반
265,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"10,500",경기 양평군,일반
266,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"21,500",경기 여주시,일반
267,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 여주시,일반
268,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"12,500",경기 여주시,일반
269,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"12,500",경기 여주시,일반
270,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"11,900",경기 여주시,일반
271,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"10,500",경기 여주시,일반
272,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"12,000",경기 용인시,일반
273,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"12,000",경기 용인시,일반
274,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"11,100",경기 용인시,일반
275,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"20,000",경기 이천시,일반
276,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"10,000",경기 이천시,일반
277,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"22,000",경기 이천시,일반
278,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"17,800",경기 이천시,일반
279,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"17,700",경기 이천시,일반
280,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"17,500",경기 이천시,일반
281,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"16,000",경기 하남시,일반
282,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"14,400",경기 하남시,일반
283,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"5,600",대구 동구,일반
284,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"10,000",대구 동구,일반
285,2018.10.22,동화청과,기타양채,바실,1kg,특(1등),"9,500",대구 동구,일반
286,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"16,000",경기 광명시,일반
287,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"14,900",경기 광주시,일반
288,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"13,900",경기 광주시,일반
289,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"12,900",경기 광주시,일반
290,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"16,000",경기 안성시,일반
291,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"13,300",경기 양평군,일반
292,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"14,600",경기 양평군,일반
293,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"14,000",경기 양평군,일반
294,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"12,000",경기 양평군,일반
295,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"11,500",경기 양평군,일반
296,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"11,500",경기 양평군,일반
297,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"11,000",경기 양평군,일반
298,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"10,500",경기 양평군,일반
299,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"16,500",경기 여주시,일반
300,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"15,500",경기 여주시,일반
301,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"14,500",경기 여주시,일반
302,2018.10.23,동화청과,기타양채,바실,1kg,특(1등),"13,500",경기 여주시,일반
